#	Type	Software name	Short description	Subject area	Method	latest Version	Website link	Repository link	participates in contacting process	License	Runtime environment	Documentation link	Related software	Programming language	Associated project	Associated organization	Related publication
ID	TYPE	I http://purl.obolibrary.org/obo/IAO_0000235	I http://purl.obolibrary.org/obo/IAO_0000235	I https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000211	I https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000216 SPLIT=,	I http://purl.obolibrary.org/obo/IAO_0000235	I http://purl.obolibrary.org/obo/IAO_0000235	I http://purl.obolibrary.org/obo/IAO_0000235	I http://purl.obolibrary.org/obo/BFO_0000056	I https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000142	I https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000204 SPLIT=,	I https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000204	I https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000226 SPLIT=,	I https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000187 SPLIT=,	I https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000194 SPLIT=,	I https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000240	I http://purl.obolibrary.org/obo/IAO_0000235
https://purls.helmholtz-metadaten.de/msekg/174515923317145	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001046	OpenPhase	OpenPhase Studio is a powerful microstructure simulation suite made for metallic materials, ceramics and minerals. Using multi-physics models embedded in the phase-field method, materials processes such as solidification, heat treatment, mechanical testing and many more can be simulated.	Cybersecurity	Phase-field		url 97		ContactingProcess 45	Propietary commercial license				C++		Interdisciplinary Centre for Advanced Materials Simulation	
https://purls.helmholtz-metadaten.de/msekg/174515923317146	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	Multiphysics Object Oriented Simulation Environment	The Multiphysics Object-Oriented Simulation Environment (MOOSE) is a finite-element, multiphysics framework primarily developed by Idaho National Laboratory.	Materials Mechanical Behavior	Finite Element Method		url 98	url 221	ContactingProcess 46	GNU Lesser General Public License v2.1				C++, python			
https://purls.helmholtz-metadaten.de/msekg/174515923317147	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	Abaqus	The Abaqus Unified FEA product suite offers powerful and complete solutions for both routine and sophisticated engineering problems covering a vast spectrum of industrial applications.	Data Science	Finite Element Method	2022	url 99		ContactingProcess 47	Propietary commercial license	Linux,Windows						
https://purls.helmholtz-metadaten.de/msekg/174515923317148	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	FeniCS Project collabration	FEniCSx is a popular open-source computing platform for solving partial differential equations (PDEs). FEniCSx enables users to quickly translate scientific models into efficient finite element code.	Materials Design	Finite Element Method	0.4	url 100	url 222	ContactingProcess 48	GNU General Public License v3	Linux,Windows,Mac OS X	url 342		C++, python			
https://purls.helmholtz-metadaten.de/msekg/174515923317149	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000121	Dusseldorf Advanced Material Simulation Kit	DAMASK is a unified multi-physics crystal plasticity simulation package. The solution of continuum mechanical boundary value problems requires a constitutive response that connects deformation and stress at each material point. This problem is solved in DAMASK on the basis of crystal plasticity using a variety of constitutive models and homogenization approaches. However, treating mechanics in isolation is no longer sufficient to study emergent advanced high-strength materials. In these materials, deformation happens interrelated with displacive phase transformation, significant heating, and potential damage evolution. Therefore, DAMASK is capable of handling multi-physics problems. Following a modular approach, additional field equations are solved in a fully coupled way using a staggered approach.	Data Science	crystal plasticity	3	url 101	url 223	ContactingProcess 49	GNU Affero General Public License		url 343		Fortran, python		Max Planck Institute for Iron Research	DAMASK – The Düsseldorf Advanced Material Simulation Kit for modeling multi-physics crystal plasticity, thermal, and damage phenomena from the single crystal up to the component scale
https://purls.helmholtz-metadaten.de/msekg/174515923317150	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	Pyiron	pyiron is an integrated development environment for implementing, testing, and running simulations in computational materials science.	Materials Characterization		0.4.6	url 102	url 224	ContactingProcess 50	BSD-3		url 344		python			pyiron: An integrated development environment for computational materials science
https://purls.helmholtz-metadaten.de/msekg/174515923317151	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	Automated interactive infrastructure and Database Software for computational science	workflow manager for computational science with a strong focus on provenance, performance and extensibility.	Software Engineering		2	url 103	url 225	ContactingProcess 51	MIT		url 345		python			https://doi.org/10.1038/s41597-020-00638-4 https://doi.org/10.1016/j.commatsci.2020.110086 http://dx.doi.org/10.1016/j.commatsci.2015.09.013
https://purls.helmholtz-metadaten.de/msekg/174515923317152	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	SimStack	workflow environment	Theoretical Computer Science			url 104		ContactingProcess 52	Commercial license	Linux,Windows	url 346					
https://purls.helmholtz-metadaten.de/msekg/174515923317153	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	Atomic Simulation Environment	set of tools and Python modules for setting up, manipulating, running, visualizing and analyzing atomistic simulations	Materials Characterization	atomistic simulations	3.22.1	url 105	url 226	ContactingProcess 53	GNU Lesser General Public License v2	Linux,Mac OS X	url 347		python			
https://purls.helmholtz-metadaten.de/msekg/174515923317154	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	OVITO basic	visualization and analysis for data generated in MD, atomistic Monte-Carlo and other particle-based simulations	MaterialsDeformation Processes		3.7.7	url 106		ContactingProcess 54	MIT/GPL	Linux,Windows,Mac OS X	url 348					
https://purls.helmholtz-metadaten.de/msekg/174515923317155	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	Jmol	open-source Java viewer for chemical structures in 3D with features for chemicals, crystals, materials and biomolecules	Materials Mechanical Behavior		14	url 107		ContactingProcess 55	GNU Lesser General Public License		url 349					
https://purls.helmholtz-metadaten.de/msekg/174515923317156	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	Visualization for electronic and structural analysis	3D visualization program for structural models, volumetric data such as electron/nuclear densities, and crystal morphologies	Materials Surface Science		3	url 108		ContactingProcess 56	Distribution specific, VESTA license, free for non-commercial users	Linux,Windows,Mac OS X	url 350					
https://purls.helmholtz-metadaten.de/msekg/174515923317157	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	X-window crystalline structures and densities	crystalline and molecular structure visualisation program aiming at display of isosurfaces and contours	Software Engineering		1.6.2	url 109		ContactingProcess 57	GNU General Public License	GNU/Linux	url 351					
https://purls.helmholtz-metadaten.de/msekg/17451592331721	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	Visual Molecular Dynamics	molecular modelling and visualization computer program	Data Science		1.9.4	url 110		ContactingProcess 58	Distribution specific, VMD Software License Agreement	Linux,Windows,Mac OS X	url 352					
https://purls.helmholtz-metadaten.de/msekg/17451592331722	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	py4vasp	Python interface to extract data from VASP calculations	Materials Thermodynamics		0.4	url 111	url 227	ContactingProcess 59	GNU General Public License v2	Linux,Windows,Mac OS X			C++, python			
https://purls.helmholtz-metadaten.de/msekg/17451592331723	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000121	phonopy	open source package for phonon calculations at harmonic and quasi-harmonic levels	Materials Thermodynamics		2.15.0	url 112	url 228	ContactingProcess 60	BSD-3		url 353		python, C			
https://purls.helmholtz-metadaten.de/msekg/17451592331724	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	Soprano	Python library for common tasks in computational NMR crystallography and simulations to generate, manipulate, run calculations on and analyse large data sets of crystal structures, with a particular attention to the output of ab-initio random structure searching	Materials Thermodynamics			url 113	url 229	ContactingProcess 61	GNU Lesser General Public License v3				python			
https://purls.helmholtz-metadaten.de/msekg/17451592331725	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	CASINO	Quantum Monte Carlo (QMC) electronic structure calculations	Materials Design		2.12	url 114		ContactingProcess 62	Academic license							
https://purls.helmholtz-metadaten.de/msekg/17451592331726	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	Graphical Interface for Materials Simulations	browser-based toolbox for electronic structure codes and supports the generation of input files for first-principles electronic structure calculations and workflows, as well as the analysis and visualization of the resulting data extracted from the output files.	Materials Mechanical Behavior			url 115		ContactingProcess 63								
https://purls.helmholtz-metadaten.de/msekg/17451592331727	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	FHI-vibes	python package for calculating, analyzing, and understanding the vibrational properties of solids from first principles. FHI-vibes is intended to seamlessly bridge between the harmonic approximation and fully anharmonic molecular dynamics simulations.	Materials Surface Science		1.0.3	url 116	url 230	ContactingProcess 64	MIT		url 354					
https://purls.helmholtz-metadaten.de/msekg/17451592331728	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000121	CIF2Cell	tool to generate the geometrical setup for various electronic structure codes from a CIF (Crystallographic Information Framework) file	Data Science				url 231	ContactingProcess 65	GNU General Public License version 3.0 (GPLv3)				python			Torbjorn Bjorkman, "CIF2Cell: Generating geometries for electronic structure programs", Computer Physics Communications 182, 1183-1186 (2011) doi: 10.1016/j.cpc.2011.01.013
https://purls.helmholtz-metadaten.de/msekg/17451592331729	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	Avogadro	molecule editor and visualizer designed for cross-platform use in computational chemistry, molecular modeling, bioinformatics, materials science, and related areas	Cybersecurity		1.95	url 117	url 232	ContactingProcess 66			url 355		C++			Avogadro: an advanced semantic chemical editor, visualization, and analysis platform
https://purls.helmholtz-metadaten.de/msekg/174515923317210	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	AML	Python package to automatically build the reference set for the Training Service of NEuroperal Network Potentials (NNPs), and eventually other machine-learned potentials, in an automated, data-driven fashion.	Software Engineering				url 233	ContactingProcess 67	GNU General Public License version 3.0 (GPLv3)				python			C. Schran, F. L. Thiemann, P. Rowe, E. A. Müller, O. Marsalek, A. Michaelides, "Machine learning potentials for complex aqueous systems made simple", PNAS 118, e2110077118 (2021), 10.1073/pnas.2110077118 C. Schran, K. Brezina, O. Marsalek, "Committee nEuroperal network potentials control generalization errors and enable active learning", J. Chem. Phys. 153, 104105 (2020), 10.1063/5.0016004
https://purls.helmholtz-metadaten.de/msekg/174515923317211	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	pycp2k	Python Cp2k interface	Materials Microstructural				url 234	ContactingProcess 68	GPL license version 3				python			
https://purls.helmholtz-metadaten.de/msekg/174515923317212	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000121	Pyretis	Python library for rare event molecular simulations with emphasis on methods based on transition interface sampling and replica exchange transition interface sampling	MaterialsDeformation Processes		2.5.0	url 118	url 235	ContactingProcess 69	GNU Lesser General Public License v2.1+				python			https://doi.org/10.1002/jcc.24900 https://doi.org/10.1002/jcc.26112
https://purls.helmholtz-metadaten.de/msekg/174515923317213	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001046	OpenPathSampling	Python library to facilitate path sampling algorithms.	Materials Design		1.5.3	url 119	url 236	ContactingProcess 70	MIT				python			David W.H. Swenson, Jan-Hendrik Prinz, Frank Noé, John D. Chodera, and Peter G. Bolhuis. “OpenPathSampling: A flexible, open framework for path sampling simulations. 1. Basics.” J. Chem. Theory Comput. 15, 813 (2019). https://doi.org/10.1021/acs.jctc.8b00626      David W.H. Swenson, Jan-Hendrik Prinz, Frank Noé, John D. Chodera, and Peter G. Bolhuis. “OpenPathSampling: A flexible, open framework for path sampling simulations. 2. Building and Customizing Path Ensembles and Sample Schemes.” J. Chem. Theory Comput. 15, 837 (2019). https://doi.org/10.1021/acs.jctc.8b00627
https://purls.helmholtz-metadaten.de/msekg/174515923317214	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	SeeK-path	A module to obtain and visualize k-vector coefficients and obtain band paths in the Brillouin zone of crystal structures	Materials Thermodynamics			url 120	url 237	ContactingProcess 71	MIT				python			
https://purls.helmholtz-metadaten.de/msekg/174515923317215	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000222	Python Materials Genomics	materials analysis code that defines core object representations for structures and molecules with support for many electronic structure codes. It is currently the core analysis code powering the Materials Project collabration.	MaterialsDeformation Processes		V2022.0	url 121	url 238	ContactingProcess 72	MIT		url 356		python			
https://purls.helmholtz-metadaten.de/msekg/174515923317216	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	Qe-tools	A set of useful tools for Quantum ESPRESSO	Artificial Intelligence				url 239	ContactingProcess 73	MIT				python			
https://purls.helmholtz-metadaten.de/msekg/174515923317217	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	TAMkin	post-processing toolkit for normal mode analysis, thermochemistry and reaction kinetics.	Materials Thermodynamics			url 122	url 240	ContactingProcess 74	GPL-3.0 license		url 357		python			Ghysels, A.; Verstraelen, T.; Hemelsoet, K.; Waroquier, M.; Van Speybroeck, V. J. Chem. Inf. Model. 2010, 50, 1736-1750.
https://purls.helmholtz-metadaten.de/msekg/174515923317218	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	Pizza.py Toolkit	Pizza.py is a loosely integrated collection of tools, many of which provide pre- and post-processing capability for the LAMMPS molecular dynamics, ChemCell cell modeling, and SPPARKS kinetic Monte Carlo packages. There are tools to create input files, convert between file formats, process log and dump files, create plots, and visualize and animate simulation snapshots.	Software Engineering			url 123	url 241	ContactingProcess 75	GPL-2.0 license		url 358		python			
https://purls.helmholtz-metadaten.de/msekg/174515923317219	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	MDTraj	Read, write and analyze MD trajectories with only a few lines of Python code.	MaterialsDeformation Processes			url 124		ContactingProcess 76								
https://purls.helmholtz-metadaten.de/msekg/174515923317220	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	frEuroped	The frEuroped Python library provides a simple, flexible, powerful set of tools for analyzing trajectories obtained from molecular dynamics or Monte Carlo simulations.	Materials Mechanical Behavior		2.11.0		url 242	ContactingProcess 77			url 359		C++, python			
https://purls.helmholtz-metadaten.de/msekg/174515923317221	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001046	NGLview	Jupyter widget to interactively view molecular structures and trajectories	Data Science		3.0.3	url 125	url 243	ContactingProcess 78	MIT				python			Hai Nguyen, David A Case, Alexander S Rose; NGLview - Interactive molecular graphics for Jupyter notebooks, Bioinformatics, , btx789, https://doi.org/10.1093/bioinformatics/btx789
https://purls.helmholtz-metadaten.de/msekg/174515923317222	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001046	QuickFF	Python package developed at the Center for Molecular Modeling (CMM) to quickly derive accurate force fields from ab initio calculations.	Materials Processing		2.2.7	url 126	url 244	ContactingProcess 79	GPL license version 3				python			L. Vanduyfhuys, S. Vandenbrande, T. Verstraelen, R. Schmid, M. Waroquier, V. Van Speybroeck, J. Comput. Chem., 2015, 36, 13, 1015-1027 If you use version 2.x.x or higher, please also refer to the follow-up paper  L. Vanduyfhuys, S. Vandenbrande, J. Wieme, M. Waroquier, T. Verstraelen, V. Van Speybroeck, J. Comput. Chem., 2018, 39, 16, 999-1011
https://purls.helmholtz-metadaten.de/msekg/174515923317223	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	PyLammpsMPI	Parallel Lammps Python interface	Materials Thermodynamics				url 245	ContactingProcess 80	BSD-3				python			
https://purls.helmholtz-metadaten.de/msekg/174515923317224	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	Yet another force field	pythonic force-field (FF) code used at the Center for Molecular Modeling (CMM) to test-drive new FF models	Materials Processing		1.6.0	url 127	url 246	ContactingProcess 81	GPL license version 3		url 360		python, C			
https://purls.helmholtz-metadaten.de/msekg/174515923317225	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	Cluster Expansion in Atomic Simulation Environment	package that automates the cumbersome setup and construction procedure of cluster expansion (CE). It provides a comprehensive list of tools for specifying parameters for CE, generating Training Service structures, fitting effective cluster interaction (ECI) values and running Monte Carlo simulations.	Materials Thermodynamics		0.10.9	url 128	url 247	ContactingProcess 82	Mozilla Public License Version 2.0		url 361					J. Chang, D. Kleiven, M. Melander, J. Akola, J. M. Garcia-Lastra and T. Vegge CLEASE: A versatile and user-friendly implementation of Cluster Expansion method Journal of Physics: Condensed Matter
https://purls.helmholtz-metadaten.de/msekg/174515923317226	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	icet	icet is a python tool for the construction and sampling of alloy cluster expansions.	Data Science		2.1		url 248	ContactingProcess 83	Mozilla Public License Version 2.0				python			M. Ångqvist, W. A. Muñoz, J. M. Rahm, E. Fransson, C. Durniak, P. Rozyczko, T. H. Rod, and P. Erhart ICET – A Python Library for Constructing and Sampling Alloy Cluster Expansions Adv. Theory. Sim., 1900015 (2019) doi: 10.1002/adts.201900015
https://purls.helmholtz-metadaten.de/msekg/174515923317227	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	DynaPhoPy	Dynaphopy allows to calculate anharmonic phonon linewidhts and frequency shifts using the mode descomposition technique.	Software Engineering				url 249	ContactingProcess 84	MIT				python			A. Carreras, A. Togo, I. Tanaka, DynaPhoPy: A code for extracting phonon quasiparticles from molecular dynamics simulations, Computer Physics Communications (2017).
https://purls.helmholtz-metadaten.de/msekg/174515923317228	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	Extensible Self-optimizing Phase Equilibria Infrastructure	tool for creating CALPHAD Database Softwares and evaluating the uncertainty of CALPHAD models.	Materials Thermodynamics		0.8.9		url 250	ContactingProcess 85	MIT				python			ESPEI for efficient thermodynamic database development, modification, and uncertainty quantification: application to Cu–Mg
https://purls.helmholtz-metadaten.de/msekg/174515923317229	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	pycalphad	Python library for computational thermodynamics using the CALPHAD method.	Theoretical Computer Science		0.10.1	url 129	url 251	ContactingProcess 86	MIT				python, cython			Otis, R. & Liu, Z.-K., (2017). pycalphad: CALPHAD-based Computational Thermodynamics in Python. Journal of Open Research Software. 5(1), p.1. DOI: http://doi.org/10.5334/jors.140
https://purls.helmholtz-metadaten.de/msekg/174515923317230	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	pymatnest	the pymatnest package is a software library for carrying out nested sampling calculations. It can be used to explore the energy landscape of different materials (both clusters and bulk materials), calculate thermodynamic variables at arbitrary temperatures, locate phase transitions and calculate the phase diagram.	Theoretical Computer Science				url 252	ContactingProcess 87	GPL license version 3				python, Fortran			L.B. Partay, A.P. Bartok, G. Csanyi, Efficient Sampling of Atomic Configurational Spaces, J. Phys. Chem. B (2010), 114, 10502–10512, http://pubs.acs.org/doi/abs/10.1021/jp1012973  R.J.N. Baldock, L.B. Partay, A.P. Bartok, M.C. Payne, G. Csanyi, Determining pressure-temperature phase diagrams of materials, Phys. Rev. B (2016), 93, 174108, http://journals.aps.org/prb/abstract/10.1103/PhysRevB.93.174108  R.J.N. Baldock, N. Bernstein, K. M. Salerno, L.B. Partay, G. Csanyi, Constant-pressure nested sampling with atomistic dynamics, Phys. Rev. E (2017), 96, 043311, http://link.aps.org/doi/10.1103/PhysRevE.96.043311
https://purls.helmholtz-metadaten.de/msekg/174515923317231	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000222	KIM-based Learning-Integrated Fitting Framework	KLIFF is an interatomic potential fitting package that can be used to fit both physics-motivated potentials (e.g. the Stillinger-Weber potential) and machine learning potentials (e.g. nEuroperal network potential).	Theoretical Computer Science		0.4.0		url 253	ContactingProcess 88	LGPL-2.1 license		url 362		python, C++			KLIFF: A framework to develop physics-based and machine learning interatomic potentials
https://purls.helmholtz-metadaten.de/msekg/174515923317232	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	n2p2	high-dimensional nEuroperal network potentials in computational physics and chemistry	Materials Surface Science		2.2.0	url 130	url 254	ContactingProcess 89	GNU General Public License v3				C++, python			Singraber, A.; Behler, J.; Dellago, C. Library-Based LAMMPS Implementation of High-Dimensional NEuroperal Network Potentials. J. Chem. Theory Comput. 2019, 15 (3), 1827–1840. https://doi.org/10.1021/acs.jctc.8b00770
https://purls.helmholtz-metadaten.de/msekg/174515923317233	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000222	FitSNAP	A Python Package For Training Service SNAP Interatomic Potentials for use in the LAMMPS molecular dynamics package	Materials Mechanical Behavior			url 131	url 255	ContactingProcess 90	GNU General Public License v2				python, cython			
https://purls.helmholtz-metadaten.de/msekg/174515923317234	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	matminer	Python library for data mining the properties of materials.	Materials Microstructural		0.7.6	url 132	url 256	ContactingProcess 91	Matminer license (BSD style)				python			Ward, L., Dunn, A., Faghaninia, A., Zimmermann, N. E. R., Bajaj, S., Wang, Q., Montoya, J. H., Chen, J., Bystrom, K., Dylla, M., Chard, K., Asta, M., Persson, K., Snyder, G. J., Foster, I., Jain, A., Matminer: An open source toolkit for materials data mining. Comput. Mater. Sci. 152, 60-69 (2018).
https://purls.helmholtz-metadaten.de/msekg/174515923317235	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001046	Matbench	Matbench is an ImageNet for materials science; a curated set of 13 supervised, pre-cleaned, ready-to-use ML tasks for benchmarking and fair comparison. The tasks span a wide domain of inorganic materials science applications including electronic, thermodynamic, mechanical, and thermal properties among crystals, 2D materials, disordered metals, and more.	Materials Design		0.6	url 133	url 257	ContactingProcess 92	MIT				python			Dunn, A., Wang, Q., Ganose, A., Dopp, D., Jain, A. Benchmarking Materials Property Prediction Methods: The Matbench Test Set and Automatminer Reference Algorithm. npj  Computational Materials 6, 138 (2020). https://doi.org/10.1038/s41524-020-00406-3
https://purls.helmholtz-metadaten.de/msekg/174515923317236	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	mendeleev	A python package for accessing various properties of elements, ions and isotopes in the periodic table of elements.	Data Science		0.10.0		url 258	ContactingProcess 93	MIT		url 363		python			
https://purls.helmholtz-metadaten.de/msekg/174515923317237	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	TEMMETA	TEMMETA is a library for transmission electron microscopy (TEM) (meta)data manipulation. The aim is to offer a one stop place for very basic to intermediate level operations on (S)TEM data, and be a kind of python version of ImageJ + Digital Micrograph + Velox.	Materials Thermodynamics		0.0.6		url 259	ContactingProcess 94	GNU General Public License v3				python			
https://purls.helmholtz-metadaten.de/msekg/174515923317238	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	atomicrex	atomicrex is a versatile tool for the construction of advanced atomistic models. It is written in C++ and Python.  It was primarily developed to fit interatomic potential models. Thanks to its flexible generic structure its application range, however, is larger. In a general sense, it allows one to develop models that describe a given property as a function of an atomic (or atom-like) configuration. The property in question can be scalar or vectorial in nature, and could represent e.g., total energies and forces.	Materials Processing			url 134	url 260	ContactingProcess 95	GNU General Public License v3							A. Stukowski, E. Fransson, M. Mock, and P. Erhart, Atomicrex - a general purpose tool for the construction of atomic interaction models, Modelling Simul. Mater. Sci. Eng. 25, 055003 (2017), doi: 10.1088/1361-651X/aa6ecf
https://purls.helmholtz-metadaten.de/msekg/174515923317239	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	High-Throughput Molecular Dynamics	HTMD is a programmable, extensible platform written in Python. It provides a complete workspace for simulation-based discovery through molecular simulations while aiming to solve the data generation and analysis problem as well as increase reproducibility.	Materials Mechanical Behavior		1.13.1		url 261	ContactingProcess 96	Vendor specific license. HTMD Software Not-for-Profit License Agreement v1.1				python			
https://purls.helmholtz-metadaten.de/msekg/174515923317240	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000222	hiPhive	hiPhive is a tool for efficiently extracting high-order force constants from atomistic simulations, most commonly density functional theory calculations.	Data Driven Material Science		1.13.1	url 135	url 262	ContactingProcess 97	MIT				python			Fredrik Eriksson, Erik Fransson, and Paul Erhart The Hiphive Package for the Extraction of High‐Order Force Constants by Machine Learning Adv. Theory. Sim., 1800184 (2019) doi: 10.1002/adts.201800184
https://purls.helmholtz-metadaten.de/msekg/174515923317241	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	WulffPack	WulffPack is a Python package for making Wulff constructions, typically for finding equilibrium shapes of nanoparticles. WulffPack constructs both continuum models and atomistic structures for further modeling with, e.g., molecular dynamics or density functional theory.	Materials Mechanical Behavior		1.2	url 136	url 263	ContactingProcess 98	Mozilla Public License Version 2.0				python			J. Magnus Rahm and Paul Erhart WulffPack: A Python package for Wulff constructions J. Open Source Softw. 5, 1944 (2020) doi: 10.21105/joss.01944
https://purls.helmholtz-metadaten.de/msekg/174515923317242	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	dynasor	dynasor is a simple tool for calculating total and partial dynamical structure factors as well as current correlation functions from molecular dynamics (MD) simulations.	Theoretical Computer Science			url 137	url 264	ContactingProcess 99	MIT							Dynasor – A tool for extracting dynamical structure factors and current correlation functions from molecular dynamics simulations Erik Fransson, Mattias Slabanja, Paul Erhart, and Göran Wahnström Advanced Theory and Simulations 4, 2000240 (2021); DOI:10.1002/adts.202000240
https://purls.helmholtz-metadaten.de/msekg/174515923317243	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	The Science Hub for Atomic-scale Research at Chalmers	Dielectric functions of metallic alloys calculated with time-dependent density functional theory.  Atoms under pressure - Electron configuration and electronegativity of the atoms under compression.  Wulff construction - The classic method for calculating equilibrium nanoparticle shapes in a modern setting. SQS – Generate special quasirandom atomic structures with a few clicks in your browser.	Data Science			url 138		ContactingProcess 100								
https://purls.helmholtz-metadaten.de/msekg/174515923317244	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	Vcsgc-lammps	The vcsgc-lammps package is an extension for the popular molecular dynamics code LAMMPS, which enables efficient Monte Carlo simulations in the semi-grand-canonical (SGC) and variance constrained SGC ensembles.	Materials Mechanical Behavior			url 139	url 265	ContactingProcess 101								Scalable parallel Monte Carlo algorithm for atomistic simulations of precipitation in alloys
https://purls.helmholtz-metadaten.de/msekg/174515923317245	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000222	kanapy	Kanapy is a python package for generating three-dimensional synthetic polycrystals based on characteristic microstructural features.	Materials Mechanical Behavior		2.0.0		url 266	ContactingProcess 102	GNU AFFERO GENERAL Public LICENSE Version 3							
https://purls.helmholtz-metadaten.de/msekg/174515923317246	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	Python Laboratory for Finite Element Analysis	The pyLabFEA package introduces a simple version of FEA for solid mechanics and elastic-plastic materials, which is fully written in Python. Due to its simplicity, it is well-suited for teaching, and its flexibility in constitutive modeling of materials makes it a useful research tool.	Materials Surface Science				url 267	ContactingProcess 103	GPL 3		url 364					
https://purls.helmholtz-metadaten.de/msekg/174515923317247	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	Pyrho	Pyrho is a real-space DFT code written in Python. It is not built to be super-fast or scalable- instead, it is built to be super-readable.  There's a tutorial notebook (tutorial.ipynb) to guide you through the process of building Pyrho from scratch (starting with the 1D Schroedinger equation). This notebook is based on interactive lectures given by Prof. Joerg Neugebauer.	Computational Materials Science				url 268	ContactingProcess 104	no license file							
